name,brewer_id,abv,style_id
Mattingly Apricot Cream Ale,10126,0.0,42
Mattingly Pomegranate Wit,10126,0.0,8
Mattingly Homeward Brown,10126,4.0,5
Mattingly Smoked Imperial Brown,10126,0.0,35
Mattingly Imperial Czech Pilsner,10126,8.2,51
Mattingly Irish Red,10126,0.0,52
Mattingly Skyline Drive West Coast Amber Ale,10126,0.0,37
Mattingly Sunbeam English Summer Ale,10126,5.7,29
Mattingly Old Harbinger American Barleywine,10126,11.8,45
Mattingly Citra IPA,10126,0.0,1
Mattingly Pooka Pumpkin,10126,0.0,17
Mattingly Pale Ryeder,10126,9.2,7
Mattingly Cranberry & Date Bretted Dubbel,10126,0.0,24
Mattingly Imperial Witbier,10126,8.0,19
Mattingly Bentonshire Ordinary Bitter,10126,0.0,16
Mattingly BrightSide Belgian White,10126,4.8,8
Mattingly Funky Friday the 13th,10126,8.0,12
Mattingly Dead Flowers Double IPA,10126,8.0,11
Mattingly Biere de Mars,10126,6.4,74
Mattingly Dark Days IPA,10126,8.5,50
Mattingly Learn To Fly English IIPA,10126,9.0,11
Stix Golden Boy Ale,8592,0.0,20
Stix Pool Shark Porter,8592,6.7,15
Stix End of the Line ESB,8592,0.0,16
Stix Old Schtix,8592,0.0,45
Stix Cutthroat IPA,8592,6.0,1
Stix DeSantis Strong Ale,8592,0.0,19
Stix One Ball Weiss,8592,5.4,40
Stix Oud Bruin,8592,0.0,12
Stix Rack Em Red,8592,6.0,37
Stix Bodacious Blonde,8592,7.2,6
Angry Orchard Crisp Apple,13519,5.0,55
Angry Orchard Traditional Dry,13519,5.5,55
Angry Orchard Apple Ginger,13519,5.0,55
Beaver Street Lager del Sol,2463,0.0,33
Beaver Street Belgian Blonde,2463,0.0,6
Beaver Street Vienna Lager,2463,0.0,44
Beaver Street Pinecone Pale Ale,2463,5.7,27
Beaver Street Hop Harvest,2463,6.7,1
Beaver Street Cascadian Dark Ale,2463,5.8,50
Beaver Street Copper Creek Lager,2463,0.0,76
Beaver Street Helles Bock,2463,6.7,14
Beaver Street Golden Ale,2463,4.4,20
Beaver Street Lumberjack Lager,2463,6.4,10
Beaver Street Hefe Weizen,2463,0.0,40
Beaver Street Tripel,2463,9.6,7
Beaver Street Red Rock Amber,2463,0.0,37
Beaver Street Rapid Red,2463,10.0,48
Beaver Street Bramble Berry Brew,2463,0.0,36
Beaver Street R & R Oatmeal Stout,2463,0.0,4
Beaver Street Yuletide Lager,2463,8.0,17
Beaver Street English Pale Ale,2463,0.0,38
Beaver Street Railhead Red,2463,0.0,37
Beaver Street Belgian Pale Ale,2463,5.5,6
Beaver Street Oktoberfest Marzen,2463,0.0,31
Beaver Street Belgian Trippel,2463,0.0,7
Beaver Street DeRail IPA,2463,7.9,11
Beaver Street Nut Brown Ale,2463,0.0,5
Beaver Street Bristlecone Brown Ale,2463,6.7,5
Beaver Street Boxcar Blonde,2463,0.0,20
Beaver Street India Pale Ale,2463,0.0,1
Beaver Street Pilsener,2463,0.0,39
Beaver Street Winter Bock,2463,0.0,49
Beaver Street Bock,2463,0.0,49
Flying Bison Belgian Bitter Cuvee,2055,0.0,19
Landmark India Pale Ale,2055,0.0,1
Flying Bison Espresso Stout,2055,0.0,4
Flying Bison Rick’s Imperial Stout,2055,7.8,18
Flying Bison Bird of Prey IPA,2055,8.0,1
Flying Bison The Herc C-130,2055,9.6,48
Flying Bison Coles Ocaque Porter,2055,0.0,15
Flying Bison Buffalo Destroyers Brew,2055,0.0,5
Flying Bison German Red,2055,0.0,59
Flying Bison Aviator Red,2055,5.2,52
Flying Bison Barnstormer Pale Ale,2055,4.0,27
Flying Bison Oktoberfest,2055,0.0,31
Flying Bison Dunklescoatzen,2055,0.0,36
Flying Bison Dawn Patrol Golden Wit,2055,0.0,8
Flying Bison Project XI American Red,2055,0.0,37
Flying Bison Baron Von Bisonfest,2055,5.6,31
Landmark Barley Wine,2055,9.2,45
Flying Bison Mr. Goodbar 1970s Aliotta Altbier,2055,0.0,28
Flying Bison Helldiver Oatmeal Pale Ale,2055,5.5,27
Flying Bison Roasty Oat Brown Ale,2055,0.0,5
Flying Bison Pan-Am Light,2055,4.0,20
Flying Bison Dubbel,2055,0.0,24
Flying Bison Imperial Porter,2055,9.8,34
Flying Bison Junkshow Red Card,2055,0.0,37
Flying Bison Skye Pilot Scotch Ale,2055,6.25,23
Flying Bison Barleywine,2055,9.5,45
Landmark Black Steel Oaked Imperial Stout,2055,0.0,18
Flying Bison Dawn Patrol Gold,2055,5.0,3
Flying Bison Blizzard Bock,2055,6.5,49
Flying Bison Mr. Goodbar Big Brown Ale,2055,0.0,5
Flying Bison Orion Rye,2055,5.2,68
Flying Bison Summer Beer,2055,6.5,6
Flying Bison Mister Goodbar 40th Anniversary 1968 IPA,2055,0.0,1
Flying Bison Dry Hopped Stock Ale,2055,0.0,72
Flying Bison Buffalo Lager,2055,4.0,33
Flying Bison Imperial Aviator Red,2055,0.0,48
Flying Bison Warbird IIPA,2055,8.0,11
Flying Bison Blackbird Oatmeal Stout,2055,5.4,4
Landmark Imperial Brown Ale,2055,8.0,5
Flying Bison Brewfest Bitter &#40;Hammered Copper&#41;,2055,0.0,16
Flying Bison Rusty Chain,2055,0.0,37
Flying Bison Aviator Flanders Red,2055,0.0,12
Landmark Vanilla Bean Brown Ale,2055,4.8,5
Flying Bison Extra Special Bison,2055,0.0,41
Flying Bison Porter,2055,0.0,15
Flying Bison Mr. Goodbar University Dunkel,2055,5.0,26
Landmark Sunrise Amber,2055,0.0,37
Flying Bison Pizza Plant Inferno Pod Ale,2055,0.0,1
Flying Bison 11th Anniversary Pale Ale,2055,6.0,27
Flying Bison Barrel Roll Bock,2055,6.25,14
Flying Bison Flint’s Gold,2055,11.0,18
Flying Bison Kleinebock,2055,5.0,49
Exquitlán Sidra Soberana Rosa,6744,5.5,55
Exquitlán Sidra Avinyonet,6744,5.8,55
Exquitlán Sidra Soberana Extra,6744,3.8,55
Impeke Sorghum Beer,8107,14.0,13
Hartolan Sahti,4644,9.0,13
Sharps Spring Mild,2110,3.5,9
Sharps Doom Bar &#40;Bottle&#41;,2110,4.3,16
Sharps Single Brew Reserve,2110,4.5,16
Sharps Petite Massive,2110,6.0,45
Sharps Red Ale,2110,4.1,16
Sharps French Resistance,2110,4.1,16
Sharps Honey Spice Triple,2110,9.0,29
Sharps Gentle Jane,2110,4.8,20
Sharps DW,2110,9.5,7
Sharps Monsieur Rock,2110,5.2,20
Sharps St Enodoc Double,2110,8.5,19
Sharps 6 Hop IPA,2110,3.8,16
Sharps Honey Spice &#40;Cask&#41;,2110,4.2,20
Sharps Atlantic IPA &#40;Cask&#41;,2110,4.2,16
Sharps Nadelik Lowen &#40;3.7%&#41;,2110,3.7,16
Sharps Honey Spice Wheat Beer &#40;Bottle&#41;,2110,6.0,29
Sharps Massive Ale,2110,10.0,45
Sharps Orchard Cornish Cider,2110,4.5,55
Sharps Cornish Jack,2110,3.8,16
Sharps Cornish Stout,2110,4.3,22
Sharps Abbey Red,2110,8.0,24
Sharps Doom Bar &#40;Cask&#41;,2110,4.0,16
Sharps Wills Resolve,2110,4.6,41
Sharps Atlantic IPA &#40;Bottle&#41;,2110,4.8,16
Sharps Cornish Coaster,2110,3.6,16
Sharps Winter Berry Ale,2110,4.3,16
Sharps Chalkys Bark,2110,4.5,17
Sharps Summer Honey Gold,2110,4.2,20
Sharps 4,2110,11.0,19
Sharps Black IPA,2110,7.4,50
Sharps Special Ale,2110,5.2,41
Sharps Chalkys Bite,2110,6.8,70
Sharps Nadelik,2110,4.6,41
Sharps Own,2110,4.4,16
Sharps Abbey Christmas,2110,4.6,13
Sharps Red Sloe Ale,2110,4.0,16
Sharps Dry Hopped Barley Wine,2110,11.0,45
Sharps Harvest Ale,2110,5.0,41
Sharps Eden Pure Ale,2110,4.4,16
JWs Dry Fen Cider,10774,4.5,55
Virgin Islands Blackbeard Ale,1218,5.2,37
Virgin Islands Foxys Lager,1218,0.0,10
Joshua Huddys Amber,3076,0.0,37
Joshua Huddys Porter,3076,0.0,15
Iron Hill Costanza,9300,6.2,68
Iron Hill Hop Stinger,9300,6.8,1
Iron Hill Big Red Wibby,9300,7.5,48
Iron Hill Bourbon Braveheart,9300,9.5,23
Iron Hill Cherry Brown Ale,9300,6.2,36
Iron Hill Street Legal,9300,7.0,77
Iron Hill Big Rye Wibby,9300,7.0,48
Iron Hill Permanent Midnight,9300,8.6,25
Iron Hill Oompa Loompa Chocolate Stout,9300,6.0,4
Iron Hill Belgian Witbier,9300,4.4,8
Iron Hill Rauchtoberfest,9300,6.5,31
Iron Hill Great Pumpkin Stout,9300,9.4,18
Iron Hill Birra Malefico,9300,6.7,5
Iron Hill Jack the RIPA,9300,5.6,1
Iron Hill Oak-Aged Cherry Stout,9300,6.2,12
Iron Hill Cascadian IPA,9300,5.8,1
Iron Hill Braveheart,9300,9.5,23
Iron Hill St. Hildegard Pils,9300,5.5,57
Iron Hill Saison Extra,9300,6.2,25
Iron Hill Swagger IPA,9300,9.0,11
Iron Hill Golden Gate Lager,9300,5.0,43
Iron Hill Oak-Aged Saison de Sorachi,9300,7.3,12
Iron Hill Oak Aged Cherry Quadrupel,9300,14.5,30
Iron Hill True Believer Tripel,9300,9.0,7
Iron Hill Ron Burgundy,9300,11.0,12
Iron Hill Biere de Or,9300,7.2,6
Iron Hill Dark Ritual,9300,6.5,50
Iron Hill Saison de Sorachi,9300,6.8,25
Iron Hill Shokolad Stout,9300,9.5,18
Iron Hill Hoppy Weisse,9300,5.9,40
Iron Hill Sweet Leaf IPA,9300,6.7,1
Iron Hill Phightin Phils Pils,9300,5.0,39
Iron Hill Black Double Wit,9300,8.7,19
Iron Hill Rauch Weiss,9300,6.0,35
Iron Hill Imperial Coffee Porter,9300,9.0,34
Iron Hill Bohemian Pilsner,9300,5.0,2
Iron Hill Rye Saison,9300,5.7,25
Iron Hill Bonzai,9300,7.0,25
Iron Hill Savage IPA,9300,6.5,12
The Duck-Rabbit Duck-Rabbator Dopplebock,5175,8.5,46
The Duck-Rabbit Bourbon Barrel Milk Stout,5175,5.8,4
The Duck-Rabbit Coffee Porter,5175,0.0,15
The Duck-Rabbit Barleywine,5175,11.0,45
Wolf Beer Locks Timberwolf Nut Brown Ale,5175,5.5,5
The Duck-Rabbit Cherry Porter,5175,0.0,15
The Duck-Rabbit The End of Reason,5175,9.0,12
The Duck-Rabbit Imperial Brown,5175,10.0,5
The Duck-Rabbit Cherry Madness,5175,0.0,12
The Duck-Rabbit Coffee Milk Stout,5175,0.0,4
The Duck-Rabbit Amber Ale,5175,5.5,37
The Duck-Rabbit Baltic Porter,5175,9.0,32
The Duck-Rabbit Red Wine Barrel Brown Ale,5175,5.6,5
The Duck-Rabbit Paul’s Christmas Vacation,5175,10.0,48
The Duck-Rabbit Barrel Aged Imperial Stout,5175,10.0,18
The Duck-Rabbit Saucer Exclusive Baltic Porter,5175,9.1,32
The Duck-Rabbit Sour Porter,5175,0.0,12
The Duck-Rabbit Barrel Aged Barleywine,5175,11.0,45
The Duck-Rabbit Rabid Duck Russian Imperial Stout,5175,10.0,18
The Duck-Rabbit Bee Heavy,5175,13.0,63
The Duck-Rabbit Schwarzbier,5175,5.8,65
The Duck-Rabbit Brown Ale,5175,5.6,5
The Duck-Rabbit Porter,5175,5.7,15
The Duck-Rabbit Farmville Reserva,5175,13.0,63
The Duck-Rabbit Barrel Aged Porter,5175,5.75,15
The Duck-Rabbit Märzen,5175,4.8,31
The Duck-Rabbit Wee Heavy Scotch Style Ale,5175,8.0,23
The Duck-Rabbit Coffee Cherry Oatmeal Porter,5175,0.0,15
The Duck-Rabbit Pauls Day Off,5175,9.0,48
The Duck-Rabbit Barrel Aged Baltic Porter,5175,10.0,32
The Duck-Rabbit Rabid Braggot,5175,14.0,63
The Duck-Rabbit Milk Stout,5175,5.7,4
The Duck-Rabbit Paul’s Bitter Holiday,5175,4.0,16
Rafters India Pale Ale,8573,7.0,1
Steel Toe Rainmaker Double Red Ale,13108,6.5,37
Steel Toe Provider Ale,13108,5.0,20
Steel Toe Dissent Dark Ale,13108,7.0,22
Steel Toe Size 7 IPA,13108,7.0,1
South Shore American Pale Ale,2598,5.0,27
South Shore Cream Ale,2598,0.0,42
South Shore Fallen Angel,2598,5.0,17
South Shore Extra Pale Ale &#40;ESB&#41;,2598,5.9,41
South Shore Harvest Ale,2598,0.0,37
South Shore Pale Ale,2598,0.0,27
South Shore Rhoades Scholar Stout,2598,6.4,22
South Shore Belgian Saison,2598,6.7,25
White Winter Cherry Brackett,2598,9.0,63
White Winter Premium Oak Brackett,2598,10.0,63
South Shore Iron Ore Red Lager,2598,4.6,76
South Shore Pumpkinfest Ale,2598,0.0,17
South Shore Inland Sea Pilsener,2598,5.5,39
South Shore Peach Wheat,2598,0.0,29
South Shore Coffee Mint Stout,2598,0.0,4
South Shore Porter,2598,4.9,15
South Shore Applefest Ale,2598,0.0,36
South Shore Irish Stout,2598,0.0,22
South Shore Golden Ale,2598,0.0,20
South Shore Double Honey Maibock,2598,7.4,14
South Shore Tripel,2598,9.0,7
South Shore Bavarian Wheat,2598,5.5,40
South Shore Coffee Mint Stout &#40;Bourbon Barrel&#41;,2598,0.0,4
South Shore Bitter Blonde,2598,4.5,20
South Shore Nut Brown Ale,2598,5.0,5
South Shore Barley Legal,2598,9.5,45
South Shore Eisbock,2598,0.0,53
South Shore Northern Lights Ale,2598,4.3,20
South Shore Maibock,2598,0.0,14
South Shore Wheat Dopplebock,2598,8.1,58
White Winter Traditional Brackett,2598,7.0,63
Teucke & Koenig Bären Kirsch Met,5079,15.0,63
Teucke & Koenig Bären-Met,5079,15.0,63
Eisenacher Wartburg Export,2310,5.2,56
Eisenacher Wartburg Pils,2310,4.9,57
Eisenacher Schwarzer Esel,2310,4.5,65
Eisenacher Winterpils Classic,2310,4.9,39
Eisenacher Schwarzer Drachen Schwarzbier,2310,5.0,65
Eisenacher Bock Starkbier,2310,6.5,14
Rennsteig Spezial,2310,4.9,57
Casta Milenia,1303,8.0,19
Casta Morena,1303,6.0,5
Casta Bruna,1303,5.0,27
Casta Triguera,1303,5.5,29
Casta Unica,1303,8.0,19
Casta Dorada,1303,5.0,20
Casta Unica Castana,1303,8.5,19
Parish Poachers,3053,6.0,15
Parish Burrough Bitter,3053,4.7,16
Parish Barrys PBF 06,3053,4.5,41
Parish Farm Gold,3053,4.3,16
Parish Trudy’s Tipple,3053,4.3,16
Parish Mild,3053,3.8,9
Parish Baz’s Bonce Blower &#40;BBB&#41;,3053,12.0,70
Parish Ale Samoud II,3053,4.5,16
Parish Special Bitter &#40;P.S.B.&#41;,3053,3.8,16
Parish Best Bitter,3053,4.0,16
Parish Ankerwyke Ale,3053,5.0,41
Hoh Lagerbier,10510,0.0,59
Koala Kolsch,8135,6.5,3
Koala Imperial Stout,8135,0.0,18
Koala Strong Ale,8135,11.0,45
Koala Scotch Ale,8135,0.0,23
Koala Stout,8135,0.0,22
Koala Roja 12º,8135,12.0,45
Williamsburg Grand Illumination Ale,1555,9.4,45
Williamsburg Porter,1555,6.5,15
Williamsburg Stock Ale,1555,5.0,5
Williamsburg Steamer,1555,0.0,5
Williamsburg Colonial Mild,1555,0.0,9
Williamsburg Tavern Ale,1555,0.0,16
Williamsburg Cranberry & Molasses Stock Ale &#40;Harvest Ale 2004&#41;,1555,5.5,36
Williamsburg Summer Ale,1555,4.8,37
Williamsburg Wheat Ale,1555,4.5,29
Williamsburg Pale Ale,1555,5.5,27
Williamsburg Irish Stout,1555,0.0,71
Little River Honey Wheat,7922,0.0,29
Little River Amber,7922,0.0,37
Little River Scotch,7922,0.0,21
Big Wood Big Nut Brown Ale,12517,4.2,5
Big Wood Forest Ale,12517,5.5,27
Big Wood Morning Wood,12517,3.7,71
Big Wood Bark Bite IPA,12517,6.3,1
Big Wood Farmhouse Ale,12517,0.0,25
Denmark Witbier,2646,0.0,8
Denmark Isgood Stout,2646,0.0,22
Denmark Dunkles Weissbier,2646,0.0,54
Denmark Valhalla Ale,2646,0.0,27
Denmark Dubbel,2646,7.5,24
Denmark Continental Pilsner,2646,0.0,39
Denmark Red Ale,2646,0.0,37
Stary Melnik Bezalkogolnoe,1487,0.5,66
Beliy Medved v Rozliv,1487,5.0,10
Stary Melnik Iz Bochonka Barkhatnoe,1487,4.5,26
Stary Melnik Klassicheskoe,1487,5.5,10
Stary Melnik Temnoe,1487,6.5,44
Stary Melnik Iz Bochonka,1487,5.2,10
Stary Melnik Zolotoe &#40;Gold&#41;,1487,5.2,10
Sokól Jasne Pelne,1487,4.0,10
Stary Melnik Iz Bochonka Osoboe,1487,4.6,10
Green Beer &#40;Russia&#41;,1487,4.0,10
Stary Melnik Iz Bochonka Myagkoe,1487,4.2,10
Stary Melnik Svetloe &#40;Lager&#41;,1487,4.6,39
Stary Melnik Krepkoe &#40;Bock&#41;,1487,6.5,51
Efes Fusion,1487,4.7,10
Bière des Naufrageurs Blonde,5007,5.0,6
Bière des Naufrageurs Gingembre,5007,6.0,17
Bière des Naufrageurs Blanche,5007,5.0,8
Napoleon Beer,5007,7.5,74
Bière des Naufrageurs Réglisse,5007,6.0,17
Chameleon Fire Light Ale,11369,3.9,20
Chameleon Witty,11369,4.0,8
Chameleon Ryediculous IPA,11369,5.73,1
Chameleon Hop on Top,11369,4.2,27
Snail Ale,1406,4.5,20
Mountain Goat Riwaka,1406,4.6,27
Mountain Goat Spicy Ross,1406,6.2,17
Mountain Goat Bigfoot Stout,1406,7.2,22
Mountain Goat Rare Breed Surefoot Stout,1406,4.9,4
Mountain Goat Hightail Ale,1406,4.5,38
Avonmore Estate Pale Ale,1406,5.0,20
Mountain Goat Goldilocks,1406,4.7,20
Mountain Goat The Thorny Goat,1406,6.8,50
Mountain Goat Seedy Goat Coffee IPA,1406,5.9,17
Mountain Goat Bock,1406,6.8,49
Mountain Goat Pale Ale,1406,4.5,27
Mountain Goat The Hoeff Hefeweizen,1406,5.2,40
Mountain Goat Imperial Pilsener,1406,7.5,51
Mountain Goat Bigfoot Stout 8.5%,1406,8.5,18
Mountain Goat Dunken,1406,5.5,54
Mountain Goat India Pale Ale,1406,5.5,27
Mountain Goat Fancy Pants Amber Ale,1406,5.2,37
Mountain Goat Surefoot Stout,1406,5.0,22
Mountain Goat Double Hightail Ale,1406,6.8,70
Mountain Goat Skipping Girl,1406,4.7,29
Mountain Goat Rapunzel,1406,8.3,19
Mountain Goat Double IPA,1406,8.1,11
Mountain Goat Cucumber Sandwich,1406,4.7,17
Mountain Goat Steam Ale,1406,4.7,20
Mountain Goat Three Golden Goats,1406,4.9,20
Heidi Traditional Altbier,1406,5.0,28
Mountain Goat Australian Pale Ale,1406,6.2,27
Mountain Goat Two Champs Kolsch,1406,4.7,3
Mountain Goat Richard III,1406,7.4,46
Mountain Goat RIPA,1406,5.7,68
Mountain Goat Rare Breed IPA,1406,6.2,1
Conor ONeills Kerry Irish Red,5894,0.0,52
Conor ONeills Celtic Pride,5894,0.0,33
Conor ONeills Craic Pale Ale,5894,0.0,38
Twains Moral Sense American Wheat,8140,6.0,29
Twains Inauguration Brown Ale,8140,6.4,5
Twains Tidy Soul Dunkelweiss,8140,6.8,54
Twains Captain Stormfield Abbey Ale,8140,7.8,19
Twains Bookzilla Brown Ale,8140,4.4,5
Twains Rising River Red,8140,5.8,12
Twains Paradise Found,8140,7.8,19
Twains Stormys Trippel,8140,12.0,7
Twains Billiards and Tap Snake Oil &#40;Herbal&#41; Golden Ale,8140,4.7,17
Twains Jordans Strong Ale,8140,8.5,48
Twains Wit and Heather,8140,4.8,8
Twains Barrel Aged XL Double IPA,8140,0.0,11
Twains Billiards and Tap Radical Raspberry Porter,8140,7.2,24
Twains Vanilla Stout,8140,5.5,22
Twains Thirty Days Belgian Black,8140,7.8,19
Twains Foxy Brown Ale,8140,0.0,5
Twains High-Run Chocolate Belgian Wheat,8140,7.5,54
Twains Sleepy Conscience ESB,8140,5.6,41
Twains Murphys Cousin Pale Ale,8140,0.0,27
Twains Jumping Frog IPA,8140,6.0,1
Twains Barrel Aged Strong Ale,8140,8.75,48
Twains Mysterious Stranger Brown Ale,8140,0.0,5
Twains Barrel Aged Remington IPA,8140,0.0,1
Twains Sloppy Squirrel ESB,8140,0.0,16
Twains Twainappin Honey Porter,8140,0.0,15
Twains Remington IPA,8140,6.5,1
Twains Stubborn River ESB,8140,5.7,41
Twains Spirit 50X Belgian Gold,8140,7.0,6
Twains Honest Lender Imperial Brown,8140,7.5,5
Twains Whiskey Oaked Bullfrog IPA,8140,5.5,1
Twains Ten Pound Cherry Brown,8140,5.7,5
Twains Billiards and Tap Friars Three,8140,8.5,7
Twains Blarney Cask 2008,8140,6.8,18
Twains Flemish Brown Ale,8140,0.0,12
Twains Bullfrog IPA,8140,5.5,1
Twains Applewood Aged Cocoa Stout Cask,8140,5.7,22
Twains Captain Stormfield Belgian Brown Ale,8140,6.0,6
Twains Caldera Strong Oak,8140,0.0,48
Twains Billiards and Tap Tiny’s Heatstroke Pale Ale,8140,0.0,27
Twains Three Lies Imperial Stout,8140,6.9,18
Twains 100 Year Extra Pale Ale,8140,0.0,27
Twains Gingerbread Brown Ale,8140,6.4,17
Twains Smoked Pale Ale,8140,7.0,35
Twains Pilothouse Stout,8140,4.2,22
Twains Second Suit Pale Ale,8140,4.7,27
Twains Up The Kriek,8140,5.2,36
Twains Oak-Merlot Trippel Cask,8140,12.0,7
Twains Temperate Temperance Mild,8140,4.5,9
Twains Dark Truth Farmhouse Ale,8140,0.0,25
Twains Sideshow Strong Ale,8140,0.0,48
Twains XL Double IPA,8140,7.8,11
Twains XL Double IPA on Oak,8140,8.0,11
Twains Grain Co IPA,8140,6.5,1
Twains Lying Chaff Hefe Weizen,8140,6.0,40
Twains Desired Affliction Coffee Stout,8140,0.0,22
Twains Blarney Cask 2010,8140,0.0,22
Twains Coffee Stout,8140,5.9,22
Twains Comfort Extra Special Pale Ale,8140,5.7,27
Twains Ballot Box Brown Ale,8140,4.5,5
Twains Barrel Aged Smoked Rye Pale Ale,8140,7.0,35
Twains Smoked Pacilla Rye Pale Ale,8140,7.0,17
Twains Billiard Brown with Jack and Oak,8140,6.0,5
Twains The Las’ Twaltz,8140,8.0,34
Twains Hell for Society Stout,8140,0.0,22
Twains Mr. Edisons Toasted Ale,8140,4.9,37
Twains Saison DuCatur,8140,5.0,25
Twains Cinnamon Honest Lender,8140,7.5,17
Twains Three Lies Cocoa Imperial Stout,8140,6.8,18
Twains Milkbone IPA,8140,0.0,1
Twains Chipotle Cask,8140,7.0,17
Twains Barrel Aged Desired Affliction Coffee Stout,8140,0.0,22
Twains Hannibal India Red Ale,8140,0.0,48
Twains Billiards Brown Ale,8140,5.6,5
Twains Descent of Man,8140,6.5,22
Twains Autumnfest,8140,5.9,31
Twains Saramonial Saison,8140,6.7,25
Twains Oak-Aged Sour Kristall Weizen,8140,6.0,78
Twains Berliner Weiss,8140,6.3,67
Twains Blarney Cask 2009,8140,7.0,4
Twains Willys Pumpkin Cask Ale,8140,5.4,17
Twains Mugwump Brown Ale,8140,5.4,5
Twains Gingerbread Pale Ale,8140,5.6,17
Twains Unbernfen Dunkelweiss,8140,0.0,54
Twains Cryptic Drifter Brown Ale,8140,0.0,5
"Twains Hell for Society, Willett Barrel Aged",8140,0.0,22
Twains Dark Wheat with Bret,8140,0.0,12
Twains Wit and Humor Bavarian Wheat,8140,6.3,40
Twains Irreverent Liberty IPA,8140,0.0,1
Twains Heaven for Climate Golden Ale,8140,4.7,20
Twains Barrel Aged Tidy Soul,8140,6.8,35
Twains Mad Happy Pale Ale,8140,5.6,27
Gala,3600,4.9,10
Chari,3600,3.8,10
Rabenbräu  Dunkel,5126,0.0,26
Rabenbräu  Hell,5126,0.0,56
Donostiarra Sidra Natural,7558,6.0,55
Grid Iron ESB,3207,0.0,41
Grid Iron Blonde,3207,0.0,20
Grid Iron IPA,3207,0.0,1
Grid Iron Irish Red,3207,0.0,52
Thorbräu Celtic Honeybrown,4078,5.0,33
Thorbräu Augsburger Altstadt-Weisse Dunkel,4078,5.0,54
Thorbräu Radler,4078,2.6,36
Thorbräu Pils,4078,4.8,57
Thorbräu Hell,4078,4.8,56
Thorbräu Dunkel,4078,5.5,26
Thorbräu Export,4078,5.0,56
Thorbräu Maximilians Schwarzbier,4078,5.5,65
Thorbräu Leichte Weisse,4078,2.9,66
Thorbräu Weißbier,4078,5.0,40
Thorbräu Maximilians Kellerweisse,4078,5.0,40
Landsberger Gold,4078,4.8,56
Thorbräu Augsburger Gold,4078,4.8,56
Charly Bräu Hot Chili Beer,4078,5.0,17
Thorbräu Mac Mallow,4078,5.4,36
Thorbräu Maximilians Premium,4078,5.0,31
Thorbräu Portator,4078,7.5,46
Thorbräu Kleiner Mohr,4078,2.8,66
Thorbräu Maximilians Kellerbier,4078,5.0,59
Thorbräu Celtic,4078,5.0,17
Mr Jims Cannon Red Jacket Ale,4575,0.0,37
Mr Jims Cannon German Relief Hefeweizen,4575,0.0,40
Mr Jims Cannon Wiener,4575,0.0,44
Mr Jims Cannon Pumpkin Ale,4575,6.0,17
Mr Jims Cannon Oktoberfest,4575,0.0,31
Mr Jims Cannon Middle Bay Light,4575,0.0,10
Mr Jims Cannon Ironclad Stout,4575,0.0,22
Mr Jims Cannon Berlinerweisse,4575,0.0,67
Mr Jims Cannon Special Ops Ale,4575,0.0,1
Mr Jims Cannon Pale Lager,4575,0.0,10
Gamble Mill Monte Weizen Ale,12397,5.5,40
Gamble Mill Lit Wit,12397,4.75,8
Gamble Mill HB 48 Session Ale,12397,4.5,20
Gamble Mill Bush House Brown Ale,12397,5.75,5
Gamble Mill Buffalo Run Winter Stout,12397,6.0,17
Gamble Mill J.  Rose Pale Ale,12397,5.0,27
Gamble Mill The Curtin Abbey Ale,12397,8.1,24
Gamble Mill Pig Iron India Pale Ale,12397,6.75,1
Gamble Mill Big Spring Tripel,12397,9.3,7
Gamble Mill Victorian Secret Raspberry Wheat,12397,5.25,36
Gamble Mill Lame Devil Farmhouse Ale,12397,5.0,25
Tölzer Mühlfeldbräu Weißbier,12003,0.0,40
Tölzer Mühlfeldbräu Weißbierbock,12003,0.0,58
Tölzer Mühlfeldbräu Hell,12003,0.0,59
Old Spot All Star,6277,3.8,16
Old Spot Hunter Hill,6277,4.8,41
Old Spot BVG &#40;Bronte Village Gathering&#41;,6277,4.7,41
Old Spot Beauty Spot,6277,4.5,16
Old Spot Awaiting A Name,6277,4.2,16
Old Spot SPA,6277,5.0,20
Old Spot Jack Spratt,6277,4.9,20
Old Spot Autumn Bliss,6277,3.8,16
Old Spot Our Choice,6277,4.6,20
Old Spot Beer Stalker,6277,4.1,16
Old Spot Ginger Beer,6277,4.1,16
Old Spot Spot O Bother,6277,5.5,15
Old Spot Light But Dark,6277,4.0,16
Old Spot Never Again,6277,7.6,72
Old Spot Ruby Lou,6277,3.2,9
Old Spot OSB,6277,4.5,16
Old Spot Milk Crate Mild,6277,3.6,9
Old Spot This,6277,3.7,16
Old Spot Darkside Pup,6277,3.6,9
BraufactuM Colonia,12433,5.1,3
BraufactuM Clan,12433,6.4,23
BraufactuM Darkon,12433,5.4,65
BraufactuM Roog,12433,6.6,35
BraufactuM Indra,12433,6.8,1
BraufactuM Progusta,12433,6.8,1
BraufactuM Oscur,12433,6.9,32
BraufactuM Marzus,12433,5.5,31
BraufactuM Arrique,12433,13.5,45
Los Gatos Oktoberfest,1386,0.0,31
Los Gatos Recession Ale,1386,4.8,38
Los Gatos Harry Porter,1386,0.0,15
Los Gatos Exhibition Ale,1386,0.0,3
Los Gatos Lexington Lager,1386,0.0,2
Los Gatos Madison Maibock,1386,0.0,14
Los Gatos Bracken Ale,1386,0.0,5
